record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,madein,Firme,heel,lenght,mainmaterial,Categorie,Produzione,Sottocategorie,Promo,Discount Percentage,season,color,Warehouse2,bicolors,Genere,productname,model_id,barcode,model_size,model_quantity
PRODUCT,102616,Adidas,StanSmith,M20327_StanSmith,194,94.95,85.00,55.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102616_1634698105.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102616_1048836334.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102616_67919089.jpg,India,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,black," ",black,unisex," "," "," "," "," "
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293387,4054067760847,UK 3.5,10
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",294003,4054067760861,UK 4.5,9
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293388,4054067760878,UK 5.0,14
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293389,4054067760885,UK 5.5,15
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293390,4054067760892,UK 6.0,24
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293391,4054067760908,UK 6.5,25
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293392,4054067760922,UK 7.5,13
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293393,4054067760939,UK 8.0,12
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293394,4054067760946,UK 8.5,14
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293395,4054067760953,UK 9.0,24
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293396,4054067760960,UK 9.5,15
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293397,4054067760984,UK 10.5,9
MODEL,102616," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293398,4054067760991,UK 11.0,10
PRODUCT,102615,Adidas,Superstar,EE7399_Superstar,109,99.95,89.00,55.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_102615_1152296270.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102615_1695967984.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102615_2100516520.jpg,Indonesia,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,white," ","white,tan",unisex," "," "," "," "," "
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293380,4061615679674,UK 3.5,8
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293381,4061615679643,UK 4.5,8
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293382,4061615679612,UK 5.0,18
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293383,4061615679711,UK 5.5,18
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293384,4061615679698,UK 6.0,29
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293385,4061615679605,UK 6.5,19
MODEL,102615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293386,4061615679650,UK 7.5,9
PRODUCT,102614,Adidas,StanSmith,EE5818_StanSmith,353,94.95,85.00,55.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102614_907416848.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102614_1995791139.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102614_2092899993.jpg,Vietnam,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,white," ","white,black",unisex," "," "," "," "," "
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293367,4061616465078,UK 3.5,14
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293368,4061616465467,UK 4.5,12
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293369,4061616465443,UK 5.0,27
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293370,4061616465115,UK 5.5,27
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293371,4061616465092,UK 6.0,43
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293372,4061616465511,UK 6.5,43
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293373,4061616465436,UK 7.5,28
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293374,4061616465139,UK 8.0,27
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293375,4061616465085,UK 8.5,28
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293376,4061616465054,UK 9.0,45
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293377,4061616465504,UK 9.5,30
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293378,4061616465122,UK 10.5,14
MODEL,102614," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293379,4061616465061,UK 11.0,15
PRODUCT,102613,Adidas,YUNG-1,EE5318_YUNG-1,56,119.95,108.00,69.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_102613_1849025350.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102613_1331222964.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102613_562691373.jpg,Vietnam,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,grey," ","darkgray,blue",men," "," "," "," "," "
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293359,4061616301222,UK 6.5,4
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293360,4061616305374,UK 7.5,5
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293361,4061616305343,UK 8.0,9
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293362,4061616305367,UK 8.5,5
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293363,4061616305466,UK 9.0,14
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293364,4061616305404,UK 9.5,9
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293365,4061616301208,UK 10.5,5
MODEL,102613," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293366,4061616301154,UK 11.0,5
PRODUCT,102612,Adidas,YUNG-1,EE5317_YUNG-1,55,119.95,108.00,69.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_102612_299513326.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102612_1556250407.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102612_2108521535.jpg,Vietnam,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,black," ","black,greenyellow",men," "," "," "," "," "
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293351,4061616318282,UK 6.5,4
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293352,4061616318480,UK 7.5,4
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293353,4061616318510,UK 8.0,9
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293354,4061616318428,UK 8.5,4
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293355,4061616318442,UK 9.0,14
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293356,4061616318435,UK 9.5,10
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293357,4061616318381,UK 10.5,5
MODEL,102612," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293358,4061616314222,UK 11.0,5
PRODUCT,102611,Adidas,Superstar,EE4474_Superstar,204,99.95,89.00,55.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_102611_117891384.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102611_1111866580.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102611_644373061.jpg,China,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,white," ","white,royalblue",unisex," "," "," "," "," "
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293338,4061616234575,UK 3.5,10
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293339,4061616234445,UK 4.5,10
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293340,4061616238658,UK 5.0,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293341,4061616238634,UK 5.5,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293342,4061616234544,UK 6.0,25
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293343,4061616234520,UK 6.5,24
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293344,4061616234551,UK 7.5,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293345,4061616238665,UK 8.0,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293346,4061616238672,UK 8.5,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293347,4061616234483,UK 9.0,25
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293348,4061616234506,UK 9.5,15
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293349,4061616238641,UK 10.5,10
MODEL,102611," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293350,4061616238689,UK 11.0,10
PRODUCT,102610,Adidas,Superstar,CG5463_Superstar,79,99.95,89.00,55.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_102610_607556833.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102610_1379905199.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102610_705673593.jpg,Vietnam,Adidas," "," "," ",shoes," ",Sneakers," "," ",all-year,white," ","white,silver",unisex," "," "," "," "," "
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293331,4059322616648,UK 3.5,5
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293332,4059322616709,UK 4.5,5
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293333,4059322616662,UK 5.0,10
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293334,4059322616679,UK 5.5,12
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293335,4059322616655,UK 6.0,25
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293336,4059322616747,UK 6.5,16
MODEL,102610," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293337,4059322616723,UK 7.5,6
PRODUCT,102609,Laura Biagiotti,5898-19,5898-19_GREY,80,150.00,100.00,50.00,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102609_1726795521.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102609_1354457776.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102609_586957231.jpg,China,Laura Biagiotti,3," ",suede,shoes," ",Stivaletto," "," ",fw,grey," ",gray,women," "," "," "," "," "
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293325,8057165222923,EU 36,8
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293326,8057165222930,EU 37,16
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293327,8057165222947,EU 38,24
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293328,8057165222954,EU 39,16
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293329,8057165222961,EU 40,8
MODEL,102609," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293330,8057165222978,EU 41,8
PRODUCT,102608,Laura Biagiotti,5898-19,5898-19_CAMEL,80,150.00,100.00,50.00,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102608_1311959451.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102608_1637997450.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102608_1310870925.jpg,China,Laura Biagiotti,3," ",suede,shoes," ",Stivaletto," "," ",fw,brown," ",peru,women," "," "," "," "," "
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293319,8057165222800,EU 36,8
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293320,8057165222817,EU 37,16
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293321,8057165222824,EU 38,24
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293322,8057165222831,EU 39,16
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293323,8057165222848,EU 40,8
MODEL,102608," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293324,8057165222855,EU 41,8
PRODUCT,102607,Laura Biagiotti,5898-19,5898-19_BLACK,79,150.00,100.00,50.00,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102607_68290024.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102607_459142866.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102607_86352181.jpg,China,Laura Biagiotti,3," ",suede,shoes," ",Stivaletto," "," ",fw,black," ",black,women," "," "," "," "," "
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293313,8057165222862,EU 36,7
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293314,8057165222879,EU 37,16
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293315,8057165222886,EU 38,24
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293316,8057165222893,EU 39,16
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293317,8057165222909,EU 40,8
MODEL,102607," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293318,8057165222916,EU 41,8
PRODUCT,102606,Laura Biagiotti,5896-19,5896-19_CAMEL,50,154.00,102.00,51.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102606_1372191002.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102606_75547713.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102606_667600441.jpg,China,Laura Biagiotti,3," ",suede,shoes," ",Stivaletto," "," ",fw,brown," ",sienna,women," "," "," "," "," "
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293307,8057165222749,EU 36,5
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293308,8057165222756,EU 37,10
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293309,8057165222763,EU 38,15
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293310,8057165222770,EU 39,10
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293311,8057165222787,EU 40,5
MODEL,102606," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293312,8057165222794,EU 41,5
PRODUCT,102605,Laura Biagiotti,5896-19,5896-19_BLACK,50,154.00,102.00,51.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102605_823001463.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102605_539021669.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102605_1504288444.jpg,China,Laura Biagiotti,3," ",suede,shoes," ",Stivaletto," "," ",fw,black," ",black,women," "," "," "," "," "
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293301,8057165222688,EU 36,5
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293302,8057165222695,EU 37,11
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293303,8057165222701,EU 38,13
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293304,8057165222718,EU 39,10
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293305,8057165222725,EU 40,6
MODEL,102605," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293306,8057165222732,EU 41,5
PRODUCT,102604,Laura Biagiotti,5786-19,5786-19_BLACK,50,135.00,90.00,45.00,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102604_1095704574.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102604_720012198.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102604_1826887044.jpg,China,Laura Biagiotti,4," "," ",shoes," ",Stivaletto," "," ",fw,black," ",black,women," "," "," "," "," "
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293295,8057165224361,EU 36,5
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293296,8057165224378,EU 37,10
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293297,8057165224385,EU 38,15
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293298,8057165224392,EU 39,10
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293299,8057165224408,EU 40,5
MODEL,102604," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300,8057165224415,EU 41,5
PRODUCT,102544,Saucony,SHADOW-5000,SHADOW-5000_S70404-22_TAN-WHITE,80,105.00,94.50,54.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102544_1406343457.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102544_550961295.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102544_2089131645.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,brown," ","tan,white",men," "," "," "," "," "
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293011,884506659708,EU 40,5
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293012,884506659722,EU 41,10
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293013,884506659739,EU 42,15
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293014,884506659753,EU 43,20
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293015,884506659760,EU 44,15
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293016,884506659784,EU 45,10
MODEL,102544," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293017,884506659791,EU 46,5
PRODUCT,102543,Saucony,SHADOW-5000,SHADOW-5000_S70404-21_YELLOW-MAROON-WHITE,54,105.00,94.50,54.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102543_1998390156.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102543_368346210.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102543_525233077.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,yellow," ","gold,darkred",men," "," "," "," "," "
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293004,884506659579,EU 40,5
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293005,884506659593,EU 41,5
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293006,884506659609,EU 42,9
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293007,884506659623,EU 43,15
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293008,884506659630,EU 44,10
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293009,884506659654,EU 45,5
MODEL,102543," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293010,884506659661,EU 46,5
PRODUCT,102542,Saucony,SHADOW-5000,SHADOW-5000_S70404-20_TAN-NAVY-WHITE,98,105.00,94.50,54.00,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102542_909417598.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102542_1224918227.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102542_728241601.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,brown," ","tan,navy",men," "," "," "," "," "
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292997,884506659449,EU 40,5
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292998,884506659463,EU 41,10
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292999,884506659470,EU 42,19
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293000,884506659494,EU 43,29
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293001,884506659500,EU 44,20
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293002,884506659524,EU 45,10
MODEL,102542," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293003,884506659531,EU 46,5
