record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,madein,Firme,heel,lenght,mainmaterial,Categorie,Produzione,Sottocategorie,Promo,Discount Percentage,season,color,Warehouse2,bicolors,Genere,productname,model_id,barcode,model_size,model_quantity
MODEL,70633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200115,8050750144433,40,9
MODEL,70633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200116,8050750144440,41,2
PRODUCT,70631,Made in Italia,MANUELA,MANUELA_NERO,1,110.00,42.00,34.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70631_713745778.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70631_517697533.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70631_500120325.jpg,Italy,Made in Italia," "," "," ",shoes," ",Sandali,reductions,40,ss,black," ","black,white",women," "," "," "," "," "
MODEL,70631," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200103,8050750144310,40,1
PRODUCT,70630,Made in Italia,TERESA,TERESA_TABACCO,41,110.00,60.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70630_932620251.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70630_1300407309.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70630_331508362.jpg,Italy,Made in Italia," "," "," ",shoes," ",Sandali,reductions,25,ss,brown," ",sienna,women," "," "," "," "," "
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200093,8050750144211,36,4
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200094,8050750144228,37,1
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200095,8050750144235,38,9
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200096,8050750144242,39,15
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200097,8050750144259,40,10
MODEL,70630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200098,8050750144266,41,2
PRODUCT,70629,Made in Italia,TERESA,TERESA_SABBIA,40,110.00,60.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70629_532811689.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70629_312527617.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70629_682592220.jpg,Italy,Made in Italia," "," "," ",shoes," ",Sandali,reductions,25,ss,brown," ",tan,women," "," "," "," "," "
MODEL,70629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200088,8050750144167,37,2
MODEL,70629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200089,8050750144174,38,8
MODEL,70629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200090,8050750144181,39,14
MODEL,70629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200091,8050750144198,40,13
MODEL,70629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200092,8050750144204,41,3
PRODUCT,70628,Made in Italia,FLAMINIA,FLAMINIA_BLUETTE,84,100.00,56.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70628_1954774104.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70628_1111705278.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70628_652906420.jpg,Italy,Made in Italia,12," "," ",shoes," ",Sandali,reductions,30,ss,blue," ",royalblue,women," "," "," "," "," "
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200081,8050750144099,36,6
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200082,8050750144105,37,14
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200083,8050750144112,38,24
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200084,8050750144129,39,23
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200085,8050750144136,40,14
MODEL,70628," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200086,8050750144143,41,3
PRODUCT,70627,Made in Italia,FLAMINIA,FLAMINIA_NERO,68,100.00,56.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70627_223342757.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70627_210538774.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70627_1920908836.jpg,Italy,Made in Italia,12," "," ",shoes," ",Sandali,reductions,30,ss,black," ",black,women," "," "," "," "," "
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200075,8050750144037,36,1
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200076,8050750144044,37,11
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200077,8050750144051,38,14
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200078,8050750144068,39,24
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200079,8050750144075,40,17
MODEL,70627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200080,8050750144082,41,1
PRODUCT,70624,Made in Italia,MARCELLA,MARCELLA_CORALLO,30,100.00,49.00,34.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70624_1963840296.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70624_1887934541.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70624_1276910982.jpg,Italy,Made in Italia," "," "," ",shoes," ",Sandali,reductions,30,ss,red," ",coral,women," "," "," "," "," "
MODEL,70624," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200060,8050750143887,39,20
MODEL,70624," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200061,8050750143894,40,8
MODEL,70624," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200062,8050750143900,41,2
PRODUCT,70623,Made in Italia,MARCELLA,MARCELLA_CONCHIGLIA,35,100.00,49.00,34.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70623_1181678901.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70623_1083905587.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70623_2125453555.jpg,Italy,Made in Italia,12," "," ",shoes," ",Sandali,reductions,30,ss,brown," ",lightgray,women," "," "," "," "," "
MODEL,70623," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200053,8050750143818,38,3
MODEL,70623," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200054,8050750143825,39,21
MODEL,70623," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200055,8050750143832,40,9
MODEL,70623," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",200056,8050750143849,41,2
PRODUCT,70465,Diesel,DL0124,DL0124_56_90G_B100003,98,135.00,39.00,19.90,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_70465_1614071091.jpg," "," ",China,Diesel," "," "," ",accessories," ",Occhiali da sole," "," ",ss,blue," ",blue,women," "," "," "," "," "
MODEL,70465," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198861,664689648405,NOSIZE,98
PRODUCT,70448,Diesel,DL0111,DL0111_52_98G_B100001,28,145.00,39.00,19.90,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_70448_1634597271.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70448_722106957.jpg," ",Italy,Diesel," "," "," ",accessories," ",Occhiali da sole," "," ",ss,blue," ","blue,green",unisex," "," "," "," "," "
MODEL,70448," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198844,664689633968,NOSIZE,28
PRODUCT,70446,Diesel,DL0111,DL0111_52_52B_B100001,16,145.00,39.00,19.90,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_70446_519798172.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70446_453779512.jpg," ",Italy,Diesel," "," "," ",accessories," ",Occhiali da sole," "," ",ss,grey," ",lightgray,unisex," "," "," "," "," "
MODEL,70446," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198842,0664689709854,NOSIZE,16
PRODUCT,70445,Diesel,DL0111,DL0111_52_05W_B100001,19,145.00,39.00,19.90,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_70445_308279433.jpg," "," ",Italy,Diesel," "," "," ",accessories," ",Occhiali da sole," "," ",ss,blue," ",lightsteelblue,unisex," "," "," "," "," "
MODEL,70445," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198841,0664689709847,NOSIZE,19
PRODUCT,70364,Dsquared2,DQ0174,DQ0174_56_27C,5,160.00,69.00,35.00,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_70364_154599065.jpg," "," ",China,Dsquared2," "," "," ",accessories," ",Occhiali da sole," "," ",ss,green," ",palegreen,men," "," "," "," "," "
MODEL,70364," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198740,664689652280,NOSIZE,5
PRODUCT,70120,Made in Italia,GIORGIO,GIORGIO_TMORO,15,120.00,47.88,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70120_727471551.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70120_1651238336.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70120_2049838196.jpg,Italy,Made in Italia," "," "," ",shoes,italy,Stringata,reductions,40,fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,70120," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198398,8050750143252,41,4
MODEL,70120," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198400,8050750143276,43,11
PRODUCT,70119,Made in Italia,GIORGIO,GIORGIO_GRIGIO,32,120.00,47.88,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70119_1285165270.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70119_1108180776.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70119_2074670013.jpg,Italy,Made in Italia," "," "," ",shoes,italy,Stringata,reductions,40,fw,grey," ",darkgray,men," "," "," "," "," "
MODEL,70119," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198390,8050750143177,40,7
MODEL,70119," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198391,8050750143184,41,8
MODEL,70119," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198393,8050750143207,43,12
MODEL,70119," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198394,8050750143214,44,4
MODEL,70119," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198396,8050750143238,46,1
PRODUCT,70118,Made in Italia,GIORGIO,GIORGIO_NERO,2,120.00,47.88,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70118_1516976294.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70118_1910959168.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70118_481220576.jpg,Italy,Made in Italia," "," "," ",shoes,italy,Stringata,reductions,40,fw,black," ",black,men," "," "," "," "," "
MODEL,70118," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198385,8050750143122,42,1
MODEL,70118," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198386,8050750143139,43,1
PRODUCT,70110,Made in Italia,CESARE,CESARE_GRIGIO,9,120.00,47.88,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_70110_286358770.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70110_109163100.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70110_926739188.jpg,Italy,Made in Italia," "," "," ",shoes,italy,Stringata,reductions,40,fw,grey," ",darkgray,men," "," "," "," "," "
MODEL,70110," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198327,8050750142545,40,3
MODEL,70110," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198328,8050750142552,41,2
MODEL,70110," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198330,8050750142576,43,3
MODEL,70110," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198332,8050750142590,45,1
PRODUCT,70036,Trussardi,79S003,79S003_49_DENIM_NERO,1,169.00,54.00,45.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_70036_1211799833.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70036_154691863.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70036_740644820.jpg,Italy,Trussardi,11," "," ",shoes,italy,Sandali,reductions,40,ss,black," ","black,navy",women," "," "," "," "," "
MODEL,70036," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198079,8052085500380,EU 41,1
PRODUCT,70035,Trussardi,79S003,79S003_46_BLUETTE,8,169.00,54.00,45.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_70035_294145208.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70035_1972368821.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70035_10785107.jpg,Italy,Trussardi,11," "," ",shoes,italy,Sandali,reductions,40,ss,blue," ",dodgerblue,women," "," "," "," "," "
MODEL,70035," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198073,8052085500304,EU 41,8
PRODUCT,70034,Trussardi,79S003,79S003_05_BEIGE,4,169.00,54.00,45.00,,2.00,https://www.brandsdistribution.com/prod/stock_product_image_70034_1379139105.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70034_966795093.jpg,https://www.brandsdistribution.com/prod/stock_product_image_70034_194364527.jpg,Italy,Trussardi,11," "," ",shoes,italy,Sandali,reductions,40,ss,brown," ",beige,women," "," "," "," "," "
MODEL,70034," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",198067,8052085500069,EU 41,4
PRODUCT,69431,Datch,66U0337,66U0337_310,316,12.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69431_355744799.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69431_1217582336.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Slip,reductions,50,all-year,red," ","red,white",kids," "," "," "," "," "
MODEL,69431," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195888,8050750129324,M,29
MODEL,69431," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195889,8050750129331,L,138
MODEL,69431," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195890,8050750129348,XL,149
PRODUCT,69430,Datch,66U0336,66U0336_310,515,12.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69430_1549918374.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69430_1232885280.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Culotte,reductions,50,all-year,red," ","red,white",kids," "," "," "," "," "
MODEL,69430," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195880,8050750129249,XS,15
MODEL,69430," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195882,8050750129263,M,173
MODEL,69430," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195883,8050750129270,L,161
MODEL,69430," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195884,8050750129287,XL,166
PRODUCT,69429,Datch,66U0225,66U0225_443,248,12.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69429_188363704.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69429_1271816606.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Slip,reductions,50,all-year,grey," ","darkgray,pink",kids," "," "," "," "," "
MODEL,69429," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195876,8050750129201,M  ,51
MODEL,69429," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195877,8050750129218,L  ,60
MODEL,69429," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195878,8050750129225,XL,137
PRODUCT,69427,Datch,66U0224,66U0224_443,496,17.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69427_1980332542.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69427_1725786691.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Culotte,reductions,50,all-year,grey," ","lightgray,plum",kids," "," "," "," "," "
MODEL,69427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195869,8050750129133,M  ,119
MODEL,69427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195870,8050750129140,L,185
MODEL,69427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195871,8050750129157,XL,192
PRODUCT,69424,Datch,61U0663,61U0663_615,288,12.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69424_1062070222.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69424_74478029.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Slip,reductions,50,all-year,blue," ","royalblue,red",kids," "," "," "," "," "
MODEL,69424," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195856,8050750129003,M,63
MODEL,69424," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195857,8050750129010,L,89
MODEL,69424," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195858,8050750129027,XL,136
PRODUCT,69422,Datch,61U0553,61U0553_681,65,12.90,1.50,1.50,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_69422_480556685.jpg,https://www.brandsdistribution.com/prod/stock_product_image_69422_1342394221.jpg," ",Pakistan,Datch," "," "," ",underwear," ",Slip,reductions,50,all-year,blue," ","midnightblue,darkgreen",kids," "," "," "," "," "
MODEL,69422," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195848,8050750128921,L,21
MODEL,69422," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",195849,8050750128938,XL,44
PRODUCT,67946,Made in Italia,TIZIANO,TIZIANO_BORDO,4,120.00,39.90,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67946_2141563321.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67946_1767116079.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67946_971926665.jpg,Italy,Made in Italia," "," "," ",shoes,italy,Mocassino,reductions,50,fw,red," ",darkred,men," "," "," "," "," "
MODEL,67946," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",191593,8050750121359,43,1
MODEL,67946," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",191594,8050750121366,44,3
PRODUCT,67435,Made in Italia,ERMINIA,ERMINIA_CILIEGIA,15,110.00,60.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67435_1054479318.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67435_1075737425.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67435_1495526247.jpg,Italy,Made in Italia,10," "," ",shoes," ",Decollete,reductions,25,ss,pink," ",indianred,women," "," "," "," "," "
MODEL,67435," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189931,8050750106912,39,11
MODEL,67435," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189932,8050750106929,40,3
MODEL,67435," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189933,8050750106936,41,1
PRODUCT,67434,Made in Italia,ERMINIA,ERMINIA_GIALLO,5,110.00,60.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67434_848562035.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67434_632302505.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67434_1229649433.jpg,Italy,Made in Italia,10," "," ",shoes," ",Decollete,reductions,25,ss,yellow," ",yellow,women," "," "," "," "," "
MODEL,67434," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189925,8050750106851,39,1
MODEL,67434," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189926,8050750106868,40,4
PRODUCT,67433,Made in Italia,ERMINIA,ERMINIA_CIELO,27,110.00,60.00,39.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67433_759136697.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67433_906179136.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67433_329353110.jpg,Italy,Made in Italia,10," "," ",shoes," ",Decollete,reductions,25,ss,blue," ",aqua,women," "," "," "," "," "
MODEL,67433," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189916,8050750106769,36,2
MODEL,67433," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189917,8050750106776,37,7
MODEL,67433," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189918,8050750106783,38,5
MODEL,67433," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189919,8050750106790,39,10
MODEL,67433," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189920,8050750106806,40,3
PRODUCT,67427,Made in Italia,CECILIA,CECILIA_NERO,52,90.00,42.00,34.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67427_496864975.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67427_1517927097.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67427_658291380.jpg,Italy,Made in Italia,10," "," ",shoes," ",Sandali,reductions,40,ss,black," ","black,gold",women," "," "," "," "," "
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189880,8050750106400,36,5
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189881,8050750106417,37,8
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189882,8050750106424,38,7
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189883,8050750106431,39,19
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189884,8050750106448,40,6
MODEL,67427," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189885,8050750106455,41,7
PRODUCT,67426,Made in Italia,BERENICE,BERENICE_NERO,23,100.00,42.00,34.90,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_67426_1864603626.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67426_323638309.jpg,https://www.brandsdistribution.com/prod/stock_product_image_67426_1107321404.jpg,Italy,Made in Italia,10," "," ",shoes,italy,Decollete,reductions,40,all-year,black," ",black,women," "," "," "," "," "
MODEL,67426," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189874,8050750106349,36,4
MODEL,67426," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189875,8050750106356,37,6
MODEL,67426," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189877,8050750106370,39,2
MODEL,67426," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189878,8050750106387,40,5
MODEL,67426," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",189879,8050750106394,41,6
